,연월일,시간,공급량
323,2013-11-20,12.5,1569.3922380952374
324,2013-11-21,12.5,1502.7521428571424
325,2013-11-22,12.5,1419.3422380952381
326,2013-11-23,12.5,1242.5353333333335
327,2013-11-24,12.5,1203.3779523809524
328,2013-11-25,12.5,1418.4630476190475
329,2013-11-26,12.5,1535.1826190476186
330,2013-11-27,12.5,1629.6573809523813
331,2013-11-28,12.5,1800.843333333334
332,2013-11-29,12.5,1700.5278095238104
333,2013-11-30,12.5,1435.597523809523
334,2013-12-01,12.5,1341.125380952381
335,2013-12-02,12.5,1500.4555714285711
336,2013-12-03,12.5,1390.0079523809527
337,2013-12-04,12.5,1397.811380952381
338,2013-12-05,12.5,1378.618714285715
339,2013-12-06,12.5,1451.1133333333325
340,2013-12-07,12.5,1289.7290476190476
341,2013-12-08,12.5,1285.7495714285715
342,2013-12-09,12.5,1453.2878571428573
343,2013-12-10,12.5,1581.9434761904763
344,2013-12-11,12.5,1711.2478571428576
345,2013-12-12,12.5,1844.4980952380956
346,2013-12-13,12.5,1973.7649999999987
347,2013-12-14,12.5,1889.9477142857145
348,2013-12-15,12.5,1794.9023809523806
349,2013-12-16,12.5,1951.2180476190467
350,2013-12-17,12.5,1851.9835714285732
351,2013-12-18,12.5,1699.0152380952388
352,2013-12-19,12.5,1869.4622380952378
353,2013-12-20,12.5,1928.5421904761915
354,2013-12-21,12.5,1785.041857142858
355,2013-12-22,12.5,1710.666523809524
356,2013-12-23,12.5,1767.6577619047614
357,2013-12-24,12.5,1782.2449047619043
358,2013-12-25,12.5,1657.852047619048
359,2013-12-26,12.5,1772.958333333332
360,2013-12-27,12.5,1981.7119523809529
361,2013-12-28,12.5,1924.7630000000001
362,2013-12-29,12.5,1803.6608571428574
363,2013-12-30,12.5,1737.3067142857149
364,2013-12-31,12.5,1612.2557142857147
365,2014-01-01,12.5,1423.187523809523
366,2014-01-02,12.5,1535.2143809523802
367,2014-01-03,12.5,1558.1970952380952
368,2014-01-04,12.5,1514.8212380952375
369,2014-01-05,12.5,1516.3259523809525
370,2014-01-06,12.5,1664.9018095238096
371,2014-01-07,12.5,1627.9605238095232
372,2014-01-08,12.5,1679.514714285715
373,2014-01-09,12.5,2023.3321904761906
374,2014-01-10,12.5,1994.363476190476
375,2014-01-11,12.5,1772.6247619047633
376,2014-01-12,12.5,1719.9069047619046
377,2014-01-13,12.5,2030.2230476190493
378,2014-01-14,12.5,1984.2272857142857
379,2014-01-15,12.5,1924.5489999999998
380,2014-01-16,12.5,1834.8581428571435
381,2014-01-17,12.5,1782.3750000000005
382,2014-01-18,12.5,1722.82480952381
383,2014-01-19,12.5,1694.2225238095236
384,2014-01-20,12.5,1827.2200476190483
385,2014-01-21,12.5,1978.4787619047606
386,2014-01-22,12.5,1947.191095238095
387,2014-01-23,12.5,1829.8179523809515
388,2014-01-24,12.5,1681.9572857142855
389,2014-01-25,12.5,1507.9547142857136
390,2014-01-26,12.5,1582.4936666666672
391,2014-01-27,12.5,1725.4910476190482
392,2014-01-28,12.5,1644.132666666667
393,2014-01-29,12.5,1615.235761904762
394,2014-01-30,12.5,1362.1839999999988
395,2014-01-31,12.5,1302.306571428572
396,2014-02-01,12.5,1331.424047619048
397,2014-02-02,12.5,1354.6768095238092
398,2014-02-03,12.5,1760.0764761904768
399,2014-02-04,12.5,2031.826142857143
400,2014-02-05,12.5,1985.9753809523809
401,2014-02-06,12.5,1849.1856666666665
402,2014-02-07,12.5,1715.801809523811
403,2014-02-08,12.5,1615.209095238095
404,2014-02-09,12.5,1591.3821904761903
405,2014-02-10,12.5,1708.2611904761904
406,2014-02-11,12.5,1698.5262380952383
407,2014-02-12,12.5,1650.502571428571
408,2014-02-13,12.5,1615.8480000000006
409,2014-02-14,12.5,1548.3939047619047
410,2014-02-15,12.5,1425.5019047619044
411,2014-02-16,12.5,1363.8239523809523
412,2014-02-17,12.5,1457.9228095238093
413,2014-02-18,12.5,1504.6230476190476
414,2014-02-19,12.5,1515.4562857142857
415,2014-02-20,12.5,1539.959238095238
416,2014-02-21,12.5,1542.7899999999997
417,2014-02-22,12.5,1429.85419047619
418,2014-02-23,12.5,1341.3700952380948
419,2014-02-24,12.5,1427.7947619047623
420,2014-02-25,12.5,1366.879666666667
421,2014-02-26,12.5,1275.8781904761915
422,2014-02-27,12.5,1215.7174761904762
423,2014-02-28,12.5,1215.1648095238097
424,2014-03-01,12.5,1123.809285714286
425,2014-03-02,12.5,1147.217761904762
426,2014-03-03,12.5,1278.3926666666662
427,2014-03-04,12.5,1293.8156666666662
428,2014-03-05,12.5,1440.8544285714286
429,2014-03-06,12.5,1536.753142857143
430,2014-03-07,12.5,1584.3134285714284
431,2014-03-08,12.5,1424.5826666666667
432,2014-03-09,12.5,1383.3990952380946
433,2014-03-10,12.5,1509.766904761905
434,2014-03-11,12.5,1444.6068571428564
435,2014-03-12,12.5,1371.194428571429
436,2014-03-13,12.5,1381.0173333333337
437,2014-03-14,12.5,1382.1904285714288
438,2014-03-15,12.5,1243.4479523809518
439,2014-03-16,12.5,1031.64219047619
440,2014-03-17,12.5,1041.113142857143
441,2014-03-18,12.5,1011.8371428571425
442,2014-03-19,12.5,1052.557857142857
443,2014-03-20,12.5,1144.6449523809522
444,2014-03-21,12.5,1178.9787142857142
445,2014-03-22,12.5,1050.550476190476
446,2014-03-23,12.5,951.1502857142858
447,2014-03-24,12.5,1015.2261428571428
448,2014-03-25,12.5,907.8395238095237
449,2014-03-26,12.5,840.7220952380952
450,2014-03-27,12.5,846.7826666666664
451,2014-03-28,12.5,777.1980476190475
452,2014-03-29,12.5,730.9516190476191
453,2014-03-30,12.5,682.3590476190479
454,2014-03-31,12.5,763.9582857142856
455,2014-04-01,12.5,757.8014761904765
456,2014-04-02,12.5,744.5079047619048
457,2014-04-03,12.5,855.4766190476191
458,2014-04-04,12.5,969.7303333333333
459,2014-04-05,12.5,960.9579999999994
460,2014-04-06,12.5,949.1694761904766
461,2014-04-07,12.5,951.6806666666668
462,2014-04-08,12.5,899.5644761904765
463,2014-04-09,12.5,887.9966666666666
464,2014-04-10,12.5,846.3603333333331
465,2014-04-11,12.5,807.1137142857139
466,2014-04-12,12.5,746.2945238095238
467,2014-04-13,12.5,645.2076190476191
468,2014-04-14,12.5,697.9502857142853
469,2014-04-15,12.5,735.4421428571427
470,2014-04-16,12.5,737.8187619047617
471,2014-04-17,12.5,748.1034285714288
472,2014-04-18,12.5,705.9763809523813
473,2014-04-19,12.5,692.007619047619
474,2014-04-20,12.5,636.3059523809526
475,2014-04-21,12.5,683.4016666666669
476,2014-04-22,12.5,677.5074285714281
477,2014-04-23,12.5,655.508761904762
478,2014-04-24,12.5,629.1733333333336
479,2014-04-25,12.5,608.6367142857144
480,2014-04-26,12.5,561.4212857142857
481,2014-04-27,12.5,539.774047619048
482,2014-04-28,12.5,667.8463333333332
483,2014-04-29,12.5,674.7199523809517
484,2014-04-30,12.5,637.3083809523813
485,2014-05-01,12.5,585.4920000000001
486,2014-05-02,12.5,609.4537619047621
487,2014-05-03,12.5,591.6514285714284
488,2014-05-04,12.5,562.0310952380954
489,2014-05-05,12.5,602.8275714285716
490,2014-05-06,12.5,637.2093333333332
491,2014-05-07,12.5,679.6788571428567
492,2014-05-08,12.5,687.6799999999997
493,2014-05-09,12.5,663.7638095238098
494,2014-05-10,12.5,575.2354285714282
495,2014-05-11,12.5,534.2177619047619
496,2014-05-12,12.5,619.0256666666669
497,2014-05-13,12.5,595.933761904762
498,2014-05-14,12.5,573.4128095238093
499,2014-05-15,12.5,573.0888095238095
500,2014-05-16,12.5,573.9247619047617
501,2014-05-17,12.5,512.6282380952382
502,2014-05-18,12.5,453.0632857142856
503,2014-05-19,12.5,537.7454285714282
504,2014-05-20,12.5,546.7048571428571
505,2014-05-21,12.5,548.500476190476
506,2014-05-22,12.5,545.5009523809523
507,2014-05-23,12.5,529.4963809523808
508,2014-05-24,12.5,470.03376190476166
509,2014-05-25,12.5,422.39000000000004
510,2014-05-26,12.5,514.0945714285715
511,2014-05-27,12.5,526.7603333333334
512,2014-05-28,12.5,523.8471904761902
513,2014-05-29,12.5,524.7309047619049
514,2014-05-30,12.5,520.2623333333335
515,2014-05-31,12.5,452.0496666666667
516,2014-06-01,12.5,394.1931428571428
517,2014-06-02,12.5,497.1471904761906
518,2014-06-03,12.5,502.28314285714276
519,2014-06-04,12.5,454.4861904761902
520,2014-06-05,12.5,488.3122380952381
521,2014-06-06,12.5,418.2798571428568
522,2014-06-07,12.5,403.12842857142857
523,2014-06-08,12.5,372.7914285714286
524,2014-06-09,12.5,497.7808571428571
525,2014-06-10,12.5,515.477666666667
526,2014-06-11,12.5,520.9162380952384
527,2014-06-12,12.5,518.2971904761905
528,2014-06-13,12.5,508.1144285714284
529,2014-06-14,12.5,439.69861904761933
530,2014-06-15,12.5,387.22657142857145
531,2014-06-16,12.5,495.7342380952382
532,2014-06-17,12.5,511.3802857142858
533,2014-06-18,12.5,513.2179523809522
534,2014-06-19,12.5,510.4891428571427
535,2014-06-20,12.5,507.9583809523806
536,2014-06-21,12.5,430.29790476190453
537,2014-06-22,12.5,378.1366666666666
538,2014-06-23,12.5,492.2669523809526
539,2014-06-24,12.5,508.6829047619046
540,2014-06-25,12.5,515.3226666666667
541,2014-06-26,12.5,513.5402857142852
542,2014-06-27,12.5,511.80147619047614
543,2014-06-28,12.5,423.5312857142856
544,2014-06-29,12.5,372.7521904761905
545,2014-06-30,12.5,492.9152380952381
546,2014-07-01,12.5,508.7542380952383
547,2014-07-02,12.5,509.5406190476186
548,2014-07-03,12.5,497.9980476190477
549,2014-07-04,12.5,497.1154285714284
550,2014-07-05,12.5,420.0612380952381
551,2014-07-06,12.5,363.7286666666666
552,2014-07-07,12.5,491.8875238095241
553,2014-07-08,12.5,505.7360000000001
554,2014-07-09,12.5,512.4315714285714
555,2014-07-10,12.5,508.55776190476143
556,2014-07-11,12.5,503.6574761904758
557,2014-07-12,12.5,415.6929523809523
558,2014-07-13,12.5,357.85052380952385
559,2014-07-14,12.5,484.6271904761902
560,2014-07-15,12.5,507.2491904761907
561,2014-07-16,12.5,503.3823333333333
562,2014-07-17,12.5,505.22466666666617
563,2014-07-18,12.5,507.4252380952381
564,2014-07-19,12.5,418.1095238095237
565,2014-07-20,12.5,361.3810476190477
566,2014-07-21,12.5,485.7960476190477
567,2014-07-22,12.5,501.1673333333334
568,2014-07-23,12.5,492.76914285714287
569,2014-07-24,12.5,483.3365714285716
570,2014-07-25,12.5,501.58885714285714
571,2014-07-26,12.5,411.10552380952385
572,2014-07-27,12.5,357.89295238095224
573,2014-07-28,12.5,471.2180476190474
574,2014-07-29,12.5,482.9010476190476
575,2014-07-30,12.5,474.07933333333324
576,2014-07-31,12.5,464.1223333333334
577,2014-08-01,12.5,444.2230476190475
578,2014-08-02,12.5,364.249238095238
579,2014-08-03,12.5,331.5901904761905
580,2014-08-04,12.5,434.14795238095223
581,2014-08-05,12.5,450.03428571428583
582,2014-08-06,12.5,454.6824285714285
583,2014-08-07,12.5,471.2879047619049
584,2014-08-08,12.5,470.38766666666663
585,2014-08-09,12.5,406.7846190476187
586,2014-08-10,12.5,359.6651904761905
587,2014-08-11,12.5,471.60538095238104
588,2014-08-12,12.5,489.4051904761903
589,2014-08-13,12.5,484.474619047619
590,2014-08-14,12.5,478.56061904761884
591,2014-08-15,12.5,400.5519523809523
592,2014-08-16,12.5,389.48566666666676
593,2014-08-17,12.5,362.0519999999999
594,2014-08-18,12.5,467.8314761904762
595,2014-08-19,12.5,480.44247619047593
596,2014-08-20,12.5,489.6475714285716
597,2014-08-21,12.5,495.39790476190484
598,2014-08-22,12.5,491.5136666666665
599,2014-08-23,12.5,413.36809523809507
600,2014-08-24,12.5,361.3241428571428
601,2014-08-25,12.5,487.85899999999975
602,2014-08-26,12.5,508.47133333333346
603,2014-08-27,12.5,508.25195238095216
604,2014-08-28,12.5,511.32419047619067
605,2014-08-29,12.5,506.3813035714285
606,2014-08-30,12.5,422.9791904761903
607,2014-08-31,12.5,378.03895238095237
608,2014-09-01,12.5,501.2653809523807
609,2014-09-02,12.5,511.7939523809524
610,2014-09-03,12.5,513.6138571428572
611,2014-09-04,12.5,509.2689999999997
612,2014-09-05,12.5,493.3957142857147
613,2014-09-06,12.5,389.99547619047604
614,2014-09-07,12.5,336.4403333333333
615,2014-09-08,12.5,281.06828571428565
616,2014-09-09,12.5,300.47861904761896
617,2014-09-10,12.5,365.3032380952384
618,2014-09-11,12.5,476.6789047619047
619,2014-09-12,12.5,501.85628571428555
620,2014-09-13,12.5,442.26457142857146
621,2014-09-14,12.5,379.81080952380955
622,2014-09-15,12.5,489.0088095238096
623,2014-09-16,12.5,508.066904761905
624,2014-09-17,12.5,500.2831904761904
625,2014-09-18,12.5,504.3550000000001
626,2014-09-19,12.5,506.82152380952374
627,2014-09-20,12.5,445.6540476190474
628,2014-09-21,12.5,398.3013809523808
629,2014-09-22,12.5,496.48071428571444
630,2014-09-23,12.5,504.8075714285713
631,2014-09-24,12.5,499.9200000000002
632,2014-09-25,12.5,502.4370476190478
633,2014-09-26,12.5,499.5878571428571
634,2014-09-27,12.5,440.3883333333336
635,2014-09-28,12.5,393.0391428571428
636,2014-09-29,12.5,497.03942857142863
637,2014-09-30,12.5,513.2000952380955
638,2014-10-01,12.5,516.2157142857143
639,2014-10-02,12.5,522.0156190476189
640,2014-10-03,12.5,486.42938095238105
641,2014-10-04,12.5,480.7771904761903
642,2014-10-05,12.5,467.923761904762
643,2014-10-06,12.5,564.7133333333335
644,2014-10-07,12.5,588.3840000000002
645,2014-10-08,12.5,585.109
646,2014-10-09,12.5,525.7288571428572
647,2014-10-10,12.5,544.1738571428574
648,2014-10-11,12.5,489.7620000000001
649,2014-10-12,12.5,445.4161904761907
650,2014-10-13,12.5,553.8344761904764
651,2014-10-14,12.5,614.9423333333332
652,2014-10-15,12.5,640.0259047619047
653,2014-10-16,12.5,681.2250476190474
654,2014-10-17,12.5,689.4652380952384
655,2014-10-18,12.5,607.9069999999998
656,2014-10-19,12.5,549.069428571429
657,2014-10-20,12.5,663.0519047619046
658,2014-10-21,12.5,716.3085714285717
